temp, val
0.000000, 0.999900
0.100000, 0.999900
0.200000, 0.999900
0.300000, 0.999900
0.400000, 0.999900
0.500000, 0.999900
0.600000, 0.999900
0.700000, 0.999900
0.800000, 0.999900
0.900000, 0.999900
1.000000, 0.999900
1.100000, 0.999900
1.200000, 0.999900
1.300000, 0.999900
1.400000, 0.999900
1.500000, 0.999900
1.600000, 0.999900
1.700000, 0.999900
1.800000, 0.999900
1.900000, 0.999900
2.000000, 0.999900
2.100000, 0.999900
2.200000, 0.999900
2.300000, 0.999900
2.400000, 0.999900
2.500000, 0.999900
2.600000, 0.999900
2.700000, 0.999900
2.800000, 0.999900
2.900000, 0.999900
3.000000, 0.999900
3.100000, 0.999900
3.200000, 0.999900
3.300000, 0.999900
3.400000, 0.999900
3.500000, 0.999900
3.600000, 0.999900
3.700000, 0.999900
3.800000, 0.999900
3.900000, 0.999900
4.000000, 0.999900
4.100000, 0.999900
4.200000, 0.999900
4.300000, 0.999900
4.400000, 0.999900
4.500000, 0.999900
4.600000, 0.999900
4.700000, 0.999900
4.800000, 0.999900
4.900000, 0.999900
5.000000, 0.999900
5.100000, 0.999900
5.200000, 0.999900
5.300000, 0.999900
5.400000, 0.999900
5.500000, 0.999900
5.600000, 0.999900
5.700000, 0.999900
5.800000, 0.999900
5.900000, 0.999900
6.000000, 0.999900
6.100000, 0.999900
6.200000, 0.999900
6.300000, 0.999900
6.400000, 0.999900
6.500000, 0.999900
6.600000, 0.999900
6.700000, 0.999900
6.800000, 0.999900
6.900000, 0.999900
7.000000, 0.999900
7.100000, 0.999900
7.200000, 0.999900
7.300000, 0.999900
7.400000, 0.999900
7.500000, 0.999900
7.600000, 0.999900
7.700000, 0.999900
7.800000, 0.999900
7.900000, 0.999900
8.000000, 0.999900
8.100000, 0.999900
8.200000, 0.999900
8.300000, 0.999900
8.400000, 0.999900
8.500000, 0.999900
8.600000, 0.999900
8.700000, 0.999900
8.800000, 0.999900
8.900000, 0.999900
9.000000, 0.999900
9.100000, 0.999900
9.200000, 0.999900
9.300000, 0.999900
9.400000, 0.999900
9.500000, 0.999900
9.600000, 0.999900
9.700000, 0.999900
9.800000, 0.999900
9.900000, 0.999900
10.000000, 0.999900
10.100000, 0.999900
10.200000, 0.999900
10.300000, 0.999900
10.400000, 0.999900
10.500000, 0.999900
10.600000, 0.999900
10.700000, 0.999900
10.800000, 0.999900
10.900000, 0.999900
11.000000, 0.999900
11.100000, 0.999900
11.200000, 0.999900
11.300000, 0.999900
11.400000, 0.999900
11.500000, 0.999900
11.600000, 0.999900
11.700000, 0.999900
11.800000, 0.999900
11.900000, 0.999900
12.000000, 0.999900
12.100000, 0.999900
12.200000, 0.999900
12.300000, 0.999900
12.400000, 0.999900
12.500000, 0.999900
12.600000, 0.999900
12.700000, 0.999900
12.800000, 0.999900
12.900000, 0.999900
13.000000, 0.999900
13.100000, 0.999900
13.200000, 0.999900
13.300000, 0.999900
13.400000, 0.999900
13.500000, 0.999900
13.600000, 0.999900
13.700000, 0.999900
13.800000, 0.999900
13.900000, 0.999900
14.000000, 0.999900
14.100000, 0.999900
14.200000, 0.999900
14.300000, 0.999900
14.400000, 0.999900
14.500000, 0.999900
14.600000, 0.999900
14.700000, 0.999900
14.800000, 0.999900
14.900000, 0.999900
15.000000, 0.999900
15.100000, 0.999900
15.200000, 0.999900
15.300000, 0.999900
15.400000, 0.999900
15.500000, 0.999900
15.600000, 0.999900
15.700000, 0.999900
15.800000, 0.999900
15.900000, 0.999900
16.000000, 0.999900
16.100000, 0.999900
16.200000, 0.999900
16.300000, 0.999900
16.400000, 0.999900
16.500000, 0.999900
16.600000, 0.999900
16.700000, 0.999900
16.800000, 0.999900
16.900000, 0.999900
17.000000, 0.999900
17.100000, 0.999900
17.200000, 0.999900
17.300000, 0.999900
17.400000, 0.999900
17.500000, 0.999900
17.600000, 0.999900
17.700000, 0.999900
17.800000, 0.999900
17.900000, 0.999900
18.000000, 0.999900
18.100000, 0.999900
18.200000, 0.999900
18.300000, 0.999900
18.400000, 0.999900
18.500000, 0.999900
18.600000, 0.999900
18.700000, 0.999900
18.800000, 0.999900
18.900000, 0.999900
19.000000, 0.999900
19.100000, 0.999900
19.200000, 0.999900
19.300000, 0.999900
19.400000, 0.999900
19.500000, 0.999900
19.600000, 0.999900
19.700000, 0.999900
19.800000, 0.999900
19.900000, 0.999900
20.000000, 0.999900
20.100000, 0.999900
20.200000, 0.999900
20.300000, 0.999900
20.400000, 0.999900
20.500000, 0.999900
20.600000, 0.999900
20.700000, 0.999900
20.800000, 0.999900
20.900000, 0.999900
21.000000, 0.999900
21.100000, 0.999900
21.200000, 0.999900
21.300000, 0.999900
21.400000, 0.999900
21.500000, 0.999900
21.600000, 0.999900
21.700000, 0.999900
21.800000, 0.999900
21.900000, 0.999900
22.000000, 0.999900
22.100000, 0.999900
22.200000, 0.999900
22.300000, 0.999900
22.400000, 0.999900
22.500000, 0.999900
22.600000, 0.999900
22.700000, 0.999900
22.800000, 0.999900
22.900000, 0.999900
23.000000, 0.999900
23.100000, 0.999900
23.200000, 0.999900
23.300000, 0.999900
23.400000, 0.999900
23.500000, 0.999900
23.600000, 0.999900
23.700000, 0.999900
23.800000, 0.999900
23.900000, 0.999900
24.000000, 0.999900
24.100000, 0.999900
24.200000, 0.999900
24.300000, 0.999900
24.400000, 0.999900
24.500000, 0.999900
24.600000, 0.999900
24.700000, 0.999900
24.800000, 0.999900
24.900000, 0.999900
25.000000, 0.999900
25.100000, 0.999900
25.200000, 0.999900
25.300000, 0.999900
25.400000, 0.999900
25.500000, 0.999900
25.600000, 0.999900
25.700000, 0.999900
25.800000, 0.999900
25.900000, 0.999900
26.000000, 0.999900
26.100000, 0.999900
26.200000, 0.999900
26.300000, 0.999900
26.400000, 0.999900
26.500000, 0.999900
26.600000, 0.999900
26.700000, 0.999900
26.800000, 0.999900
26.900000, 0.999900
27.000000, 0.999900
27.100000, 0.999900
27.200000, 0.999900
